Accel. Pedal Pos. (%),Boost Pressure (psi),Actual AFR (AFR),Airflow Mass (lb/min),Charge Air Temp. (F),Coolant Temp. (F),ETC Angle Actual (degrees),Engine RPM (RPM),Est. Horsepower (hp),Estimated Torque (ft-lb),Gear Current (Gear),Ign Corr. Cyl1 (degrees),Ign Timing Cyl1 (degrees),LTFT (%),Lambda (Raw) (AFR),Load Actual (%),Load Des. TQ Ctl (%),Oct Adj Ratio Lrn (Mult),STFT (%),VCT-E Angle Act. (degrees),VCT-I Angle Act. (degrees),WGDC Actual (%),AP Info:[AP3-FOR-001 v1.7.3.0-17779][USDM 2016 Focus ST (50S)][Reflash: Stage3 93 OCT or 98 RON v504.ptm]
0,-11.43,42.04,0.5,104.9,189.9,2.32,1727,-1.2,-3.8,2,0,6.68,2.34,42.04,0.1,0.093,-1,0,-0.2,-0.1,0,0
0,-11.42,42.19,0.48,104.9,189.9,2.18,1684,-1.2,-3.8,2,0,6.64,2.34,42.19,0.1,0.093,-1,0,-0.2,-0.1,0,0
0,-11.42,42.04,0.48,104.9,189.9,2.15,1640,-1.1,-3.5,2,0,6.01,2.34,41.89,0.1,0.093,-1,0,-0.3,-0.1,0,0
0,-11.44,42.04,0.45,104.9,189.9,2.01,1596,-1,-3.4,2,0,5.56,2.34,42.19,0.098,0.092,-1,0,-0.4,-0.2,0,0
0,-11.46,41.89,0.43,104.9,189.9,1.98,1544,-1,-3.3,15,0,25.97,2.34,41.89,0.098,0.155,-1,0,-0.2,-0.1,0,0
0,-11.48,41.75,0.43,104.9,189.9,2.06,1509,-0.9,-3.2,15,0,25.97,2.34,41.6,0.099,0.168,-1,0,-0.2,0,0,0
0,-11.26,41.75,0.53,104.9,189.9,3.64,1495,-0.3,-1,15,0,25.65,2.34,41.75,0.099,0.168,-1,0,-0.2,0,0,0
0,-10.69,42.04,0.53,104.9,189.9,3.81,1507,0.7,2.5,15,0,26.18,2.34,41.89,0.13,0.158,-1,0,-0.3,-0.1,0,0
0,-10.58,41.75,0.55,104.9,189.9,3.54,1525,0.9,3.2,15,0,14.25,2.34,41.89,0.13,0.144,-1,0,-0.2,-0.2,0,0
0,-10.58,40.72,0.55,104.9,189.9,2.64,1520,0.6,2.2,15,0,14.06,2.34,41.16,0.136,0.133,-1,0,-0.1,-0.1,0,0
0,-10.77,39.84,0.48,104.9,189.9,2.17,1509,0.1,0.3,15,0,18.35,2.34,39.54,0.116,0.13,-1,0,-0.1,0,0,0
0,-10.98,37.93,0.48,104.9,189.9,2.24,1502,-0.1,-0.1,15,0,18.73,2.34,37.34,0.116,0.131,-1,0,-0.2,0,0,0
0,-11.03,32.93,0.47,104.9,189.9,2.8,1488,0.1,0.3,15,0,17.1,2.34,33.22,0.115,0.131,-1,0,-0.2,0,0,0
0,-10.92,27.19,0.47,104.9,189.9,2.87,1463,0.2,0.8,15,0,14.6,2.34,27.19,0.115,0.132,-1,0,-0.2,-0.1,0,0
0,-10.88,22.93,0.49,104.9,189.9,2.87,1454,0.3,1,15,0,13.1,2.34,23.96,0.12,0.132,-1,0,-0.1,-0.1,0,0
0,-10.82,20.29,0.48,104.9,189.9,2.87,1433,0.3,1.3,15,0,12.54,2.34,20.87,0.12,0.131,-1,0,-0.1,0,0,0
0,-10.76,19.4,0.48,104.9,189.9,2.87,1413,0.4,1.5,15,0,11.55,2.34,18.96,0.123,0.131,-1,0,-0.2,0,0,0
0,-10.75,18.23,0.48,104.9,189.9,2.87,1399,0.5,1.8,15,0,11.55,2.34,17.93,0.123,0.13,-1,0,-0.2,0,0,0
0,-10.7,17.49,0.48,104.9,189.9,2.87,1376,0.5,2.1,15,0,10.82,2.34,17.35,0.124,0.13,-1,0,-0.2,-0.1,0,0
0,-10.67,16.9,0.47,104.9,189.7,2.87,1364,0.6,2.1,15,0,10.44,2.34,16.9,0.124,0.13,-1,0,-0.1,-0.1,0,0
0,-10.66,16.61,0.47,105.1,189.7,2.87,1350,0.6,2.3,15,0,10.27,2.34,16.76,0.126,0.13,-1,0,0,0,0.87,0
0,-10.63,16.32,0.46,104.9,189.7,2.87,1330,0.6,2.5,15,0,10.26,2.34,16.32,0.126,0.129,-1,0,-0.1,0,0.83,0
0,-10.6,16.32,0.46,104.9,189.7,2.81,1297,0.6,2.5,15,0,10.79,2.34,16.17,0.126,0.13,-1,0.78,-0.2,0.1,0,0
0,-10.58,16.17,0.46,105.1,189.7,2.76,1283,0.7,2.8,15,0,11.5,2.34,16.02,0.127,0.129,-1,0.78,-0.2,0,0.11,0
0,-10.54,16.02,0.45,105.1,189.7,2.7,1273,0.7,2.8,15,0,10.95,2.34,15.88,0.127,0.129,-1,-0.78,-0.2,-0.1,0,0
0,-10.53,16.02,0.45,104.9,189.7,2.66,1254,0.6,2.7,15,0,11.36,2.34,16.02,0.128,0.129,-1,-0.78,-0.1,-0.1,1.5,0
0,-10.54,16.02,0.43,104.9,189.7,2.64,1237,0.6,2.7,15,0,12.52,2.34,16.02,0.128,0.129,-1,2.34,0,0,1.05,0
0,-10.53,16.02,0.43,104.9,189.7,2.57,1231,0.6,2.6,15,0,12.52,2.34,16.02,0.126,0.129,-1,4.69,0,0,0.88,0
0,-10.53,16.02,0.42,104.9,189.7,2.54,1216,0.6,2.6,15,0,13.39,2.34,16.02,0.126,0.128,-1,6.25,-0.1,0.1,1.23,0
0,-10.53,16.02,0.42,104.9,189.7,2.53,1208,0.6,2.6,15,0,13.05,2.34,16.02,0.125,0.129,-1,7.03,-0.2,-0.1,0.8,0
0,-10.52,16.02,0.41,104.9,189.7,2.53,1198,0.6,2.7,15,0,12.53,2.34,16.02,0.126,0.129,-1,9.38,-0.2,-0.1,0.84,0
0,-10.48,16.02,0.41,104.9,189.7,2.53,1191,0.7,2.9,15,0,12,2.34,16.02,0.126,0.129,-1,10.94,-0.2,0,0.74,0
0,-10.47,15.88,0.41,105.1,189.7,2.53,1177,0.7,3,15,0,12.05,2.34,15.88,0.127,0.129,-1,11.72,0,0,0.76,0
0,-10.46,15.88,0.41,105.1,189.7,2.52,1173,0.7,3.1,15,0,11.59,2.34,15.88,0.127,0.129,-1,12.5,-0.1,0.1,1.12,0
0,-10.44,15.73,0.41,104.9,189.7,2.52,1173,0.7,3.2,15,0,11.21,2.34,15.73,0.128,0.129,-1,13.28,-0.1,0.1,1.02,0
0,-10.42,15.73,0.41,104.9,189.7,2.5,1169,0.8,3.5,15,0,9.99,2.34,15.58,0.128,0.129,-1,13.28,-0.2,-0.1,1.19,0
0,-10.39,15.43,0.41,105.1,189.7,2.56,1158,0.8,3.6,15,0,9.91,2.34,15.43,0.131,0.129,-1,14.06,-0.2,-0.1,1.27,0
0,-10.37,15.29,0.41,105.1,189.7,2.43,1153,0.8,3.6,15,0,9.66,2.34,15.29,0.131,0.129,-1,14.06,-0.1,-0.1,0.92,0
0,-10.4,14.99,0.41,105.1,189.7,2.38,1150,0.7,3.4,15,0,9.6,2.34,15.14,0.13,0.138,-1,14.06,0,0,0.75,0
0,-10.43,14.85,0.4,105.1,189.7,2.38,1143,0.7,3.3,15,0,9.78,2.34,14.85,0.13,0.148,-1,12.5,0,0,0.58,0
0,-10.4,14.7,0.4,105.1,189.7,2.49,1138,0.8,3.8,15,0,9.78,2.34,14.7,0.129,0.448,-1,12.5,-0.1,0.1,0,0
17,-9.49,14.55,0.7,105.1,189.7,8.41,1153,4.5,20.3,15,0,15.85,2.34,14.41,0.225,0.155,-1,12.5,-0.2,0,0,0
0,-7.22,14.26,0.7,105.1,189.7,6.98,1199,6.5,28.5,15,0,-5.79,2.34,14.26,0.225,0.168,-1,7.03,-0.2,-0.1,2.21,0
0,-7.96,14.11,0.72,105.1,189.7,0.62,1227,3.3,13.9,15,0,-4.06,2.34,14.11,0.235,0.155,-1,7.03,-0.1,-0.1,1.39,0
0,-8.91,13.82,0.53,105.1,189.7,0.46,1251,2.2,9.4,15,0,2.44,2.34,13.82,0.235,0.146,-1,6.25,-0.1,-0.1,4.04,0
0,-9.75,13.67,0.53,105.1,189.7,0.46,1255,1.2,4.9,15,0,7.14,2.34,13.67,0.163,0.131,-1,8.59,-0.1,0,2.61,0
0,-10.27,13.67,0.4,105.1,189.7,0.54,1256,0.4,1.8,15,0,13.21,2.34,13.67,0.163,0.127,-1,8.59,-0.1,0,0.12,0
0,-10.76,13.67,0.4,105.1,189.7,1.04,1256,0,0,15,0,17.64,2.34,13.67,0.12,0.127,-1,9.38,-0.1,0,0.73,0
0,-10.94,13.67,0.38,105.1,189.7,1.71,1257,-0.1,-0.4,15,0,22,2.34,13.67,0.12,0.128,-1,11.72,-0.2,-0.1,1.27,0
0,-10.91,13.67,0.38,105.1,189.7,2.16,1254,-0.1,-0.2,15,0,18.09,2.34,13.67,0.111,0.13,-1,11.72,-0.2,-0.1,1.1,0
0,-10.83,13.67,0.4,105.1,189.7,2.39,1242,0.1,0.4,15,0,16.47,2.34,13.67,0.117,0.131,-1,10.94,-0.1,-0.1,0.21,0
0,-10.77,13.67,0.4,105.1,189.7,2.41,1229,0.1,0.4,15,0,16.09,2.34,13.67,0.117,0.132,-1,9.38,-0.1,0,0.81,0
0,-10.76,13.67,0.4,105.1,189.7,2.41,1223,0.1,0.6,15,0,15.73,2.34,13.67,0.119,0.132,-1,9.38,-0.1,0.1,0.79,0
0,-10.73,13.52,0.4,105.1,189.7,2.42,1213,0.2,1,15,0,15.32,2.34,13.52,0.119,0.131,-1,8.59,-0.1,0.1,0.75,0
0,-10.7,13.52,0.4,105.1,189.7,2.43,1207,0.2,1.1,15,0,14.81,2.34,13.52,0.119,0.131,-1,9.38,-0.1,0,0.81,0
0,-10.68,13.52,0.39,105.1,189.7,2.43,1199,0.3,1.3,15,0,13.85,2.34,13.52,0.119,0.152,-1,8.59,-0.2,-0.1,0.78,0
0,-10.65,13.38,0.39,105.1,189.7,2.43,1192,0.3,1.5,15,0,13.85,2.34,13.38,0.121,0.151,-1,8.59,-0.1,-0.1,1.06,0
0,-10.53,13.38,0.44,105.1,189.7,3.48,1184,1.1,4.7,15,0,8.81,2.34,13.38,0.121,0.15,-1,8.59,-0.1,-0.1,0.61,0
0,-10.24,13.38,0.44,105.1,189.7,3.57,1183,1.4,6.3,15,0,5.61,2.34,13.38,0.137,0.15,-1,7.03,-0.1,0,0.25,0
0,-9.98,13.38,0.49,105.1,189.7,3.39,1175,1.6,7.3,15,0,4.93,2.34,13.38,0.137,0.149,-1,7.03,-0.1,0.1,0.75,0
0,-9.94,13.38,0.49,105.1,189.7,2.69,1173,1.6,7.1,15,0,4.28,2.34,13.38,0.154,0.148,-1,6.25,-0.2,0,1.05,0
0,-10.07,13.38,0.46,105.1,189.7,2.64,1176,1.4,6.4,15,0,5.14,2.34,13.38,0.146,0.144,-1,6.25,-0.2,-0.1,0.88,0
0,-10.09,13.52,0.46,105.1,189.7,2.64,1175,1.4,6.3,15,0,3.73,2.34,13.38,0.146,0.14,-1,7.03,-0.1,-0.1,1.72,0
0,-10.13,13.52,0.46,105.1,189.7,2.58,1168,1.3,6,15,0,3.36,2.34,13.52,0.144,0.136,-1,7.03,-0.1,-0.1,1.22,0
0,-10.18,13.52,0.44,105.1,189.7,2.5,1158,1.2,5.6,15,0,2.88,2.34,13.52,0.144,0.132,-1,7.81,0,0,0.53,0
0,-10.24,13.52,0.44,105.1,189.7,2.35,1142,1,4.7,15,0,2.91,2.34,13.52,0.138,0.128,-1,7.81,-0.1,0.1,1.43,0
0,-10.32,13.52,0.41,105.1,189.7,2.25,1126,1,4.4,15,0,35.26,2.34,13.52,0.138,0.253,-1,8.59,-0.1,0.1,0.08,0
6,-10.27,13.52,0.41,105.1,189.7,4.02,1125,1.2,5.5,15,0,35.26,2.34,13.52,0.133,0.273,-1,9.38,-0.2,-0.1,0,0
6,-9.34,13.67,0.64,105.1,189.7,5.91,1158,3.2,14.5,15,0,37.96,2.34,13.67,0.133,0.279,-1,9.38,-0.2,-0.2,0,0
6,-8.68,13.67,0.64,105.1,189.7,5.74,1183,4.3,19.2,15,0,37.96,2.34,13.67,0.209,0.287,-1,5.47,-0.1,-0.1,0,0
8,-8.33,13.67,0.74,105.1,189.7,5.18,1204,4.9,21.2,15,0,29.92,2.34,13.67,0.238,0.294,-1,6.25,-0.1,0,0.95,0
8,-8.05,13.67,0.74,105.1,189.7,5.14,1200,5.2,22.9,15,0,29.92,2.34,13.67,0.238,0.307,-1,5.47,0,0,0.79,0
8,-7.85,13.67,0.84,105.1,189.7,5.2,1181,5.5,24.6,15,0,28.43,2.34,13.67,0.26,0.317,-1,6.25,0.3,0,0.55,0
10,-7.58,13.52,0.84,105.1,189.7,5.42,1161,6,27,15,0,26.76,2.34,13.52,0.26,0.335,-1,5.47,1.1,-0.1,0.76,0
10,-7.3,13.52,0.91,105.1,189.7,5.58,1135,6.8,31.3,15,0,26.76,2.34,13.52,0.282,0.357,-1,5.47,2.6,-0.2,1.7,0
12,-6.92,13.52,1.01,105.1,189.7,6.21,1114,8.1,38,15,0,25.27,2.34,13.52,0.282,0.384,-1,4.69,4.8,-0.2,1.68,0
13,-6.49,13.52,1.01,105.1,189.7,6.51,1095,9.8,46.9,15,0,25.27,2.34,13.52,0.326,0.392,-1,3.91,6.7,-0.2,1.34,0
14,-5.71,13.52,1.1,105.1,189.7,6.86,1068,11.2,55.3,15,0,23.82,2.34,13.52,0.326,0.405,-1,4.69,8.1,-0.1,1.93,0
15,-5.14,13.52,1.1,105.1,189.7,6.64,1041,11.6,58.5,15,0,22.65,2.34,13.52,0.368,0.422,-1,3.91,9.2,-0.1,1.64,0
16,-4.74,13.67,1.16,105.1,189.7,6.61,1052,12.6,62.9,15,0,22.65,2.34,13.67,0.368,0.478,-1,4.69,10.3,-0.1,10.37,0
19,-4.53,13.67,1.16,105.1,189.7,7.25,1100,13.8,65.9,15,0,22.7,2.34,13.67,0.404,0.535,-1,4.69,11.4,-0.1,19.61,0
22,-3.87,13.67,1.27,105.1,189.7,9.61,1167,17.3,78,15,0,23.02,2.34,13.67,0.449,0.586,-1,4.69,12.6,-0.2,38.34,0
24,-3.11,13.67,1.27,105.1,189.7,12.41,1239,21.7,92.1,15,0,22.68,2.34,13.67,0.449,0.621,-1,3.91,14.3,-0.2,46.18,0
26,-1.47,13.52,1.88,105.1,189.7,16.87,1280,24.8,101.7,15,0,17.94,3.12,13.52,0.615,0.649,-1,3.91,16.3,-0.1,58.61,0
26,-0.56,13.52,2.18,105.1,189.7,19.85,1306,25.6,102.9,15,0,18.72,3.12,13.52,0.615,0.67,-1,2.34,18.7,-0.1,65.38,0
28,-0.24,13.38,2.18,105.1,189.7,23.35,1328,26.5,104.7,15,0,21.27,3.12,13.38,0.638,0.65,-1,2.34,18,-0.1,67.67,0
29,-0.11,13.23,2.24,105.1,189.7,25.28,1352,27.3,106,15,0,20.89,3.12,13.23,0.638,0.629,-1,1.56,14.6,-0.2,48.94,0
32,-0.09,13.23,2.24,105.1,189.7,20.75,1407,27.9,104.2,15,0,20.89,3.91,13.23,0.631,0.723,-1,0,12.2,-0.4,76.99,0
32,-0.34,13.38,2.45,105.1,189.7,19.82,1483,30.2,107,1,0,20.89,3.91,13.38,0.631,0.776,-1,0,9.9,-0.6,79.2,0
34,0.05,13.67,2.45,105.1,189.7,35.34,1538,32.7,111.7,1,0,20.59,3.91,13.82,0.672,0.797,-1,0,8.7,-0.2,78.36,0
35,0.36,14.11,2.64,105.1,189.7,51.43,1599,34.2,112.5,1,0,20.29,3.91,14.11,0.671,0.799,-1,0,6.2,0.1,80.68,0
35,0.48,14.41,2.64,105.1,189.7,59.09,1643,36.1,115.3,1,0,19.96,4.69,14.41,0.671,0.802,-1,0.78,0.9,-0.2,78.08,0
35,0.63,14.85,3.05,105.1,189.7,61.21,1682,38.1,119.1,1,0,18.36,5.47,14.7,0.707,0.805,-1,1.56,0,-1.3,77.41,0
35,0.86,15.29,3.05,105.1,189.7,61.63,1734,40,121.3,1,0.15,18.52,5.47,15.14,0.707,0.81,-1,2.34,-0.1,-3.2,77.51,0
35,1.01,15.43,3.37,105.1,189.7,63.05,1821,43.2,124.7,1,0.15,17.88,5.47,15.43,0.749,0.818,-1,2.34,-0.1,-6.4,75.66,0
35,1.24,15.43,3.84,105.1,189.7,64.01,1899,47.1,130.4,1,0.35,17.88,5.47,15.43,0.749,0.827,-1,3.12,-0.2,-10.8,75.74,0
35,1.55,15.14,3.84,105.1,189.7,65.98,1996,50.4,132.6,1,0.55,17.6,5.47,15.14,0.801,0.834,-1,3.12,-0.2,-13.7,72.18,0
35,1.93,14.99,4.4,105.1,189.7,49.95,2056,53.4,136.3,1,0.75,17.75,5.47,14.99,0.801,0.843,-1,2.34,-0.1,-16.8,67.79,0
35,2.1,14.99,4.4,104.9,189.7,34.28,2148,55.6,135.9,1,0.95,18.06,5.47,14.99,0.846,0.848,-1,2.34,-0.2,-18.3,61.42,0
35,2.11,14.7,4.93,104.9,189.7,25.13,2207,56.6,134.8,1,1.15,18.49,5.47,14.85,0.846,0.856,-1,2.34,-0.3,-18.8,50.35,0
35,1.86,14.55,4.93,105.1,189.7,21.8,2317,59,133.8,1,1.35,19.29,5.47,14.55,0.888,0.862,-1,1.56,-0.2,-19,46.77,0
35,1.85,14.41,5.35,105.1,189.7,20.67,2403,61.9,135.2,1,1.55,19.89,4.69,14.26,0.898,0.832,-1,0.78,-0.1,-19.2,38.6,0
34,2.07,14.26,5.35,105.1,189.7,20.08,2464,62.9,134.1,1,1.75,20.52,4.69,14.26,0.898,0.796,-1,0,-0.3,-19.4,32.78,0
32,1.85,14.26,5.72,105.1,189.7,18.21,2504,62.4,130.9,1,1.75,21.32,4.69,14.26,0.888,0.793,-1,0,-0.2,-19.6,26,0
32,1.5,14.26,5.65,105.1,189.7,17.09,2558,62.3,128,1,1.95,22.2,4.69,14.26,0.888,0.794,-1,-0.78,-0.2,-19.7,22.43,0
32,1.24,14.41,5.65,105.1,189.7,16.46,2612,62.9,126.4,1,2.15,22.98,4.69,14.26,0.843,0.794,-1,-0.78,-0.3,-19.7,29.61,0
32,1.09,14.41,5.72,105.1,189.7,16.3,2683,64,125.3,1,2.15,23.54,4.69,14.41,0.843,0.789,-1,-1.56,-0.3,-19.9,32.9,0
32,0.95,14.55,5.72,105.1,189.7,16.1,2725,64.4,124.1,1,2.35,23.74,4.69,14.55,0.824,0.79,-1,-0.78,-0.2,-19.7,35.14,0
32,0.81,14.7,5.87,105.1,189.7,16.03,2791,65.6,123.5,1,2.35,24.79,4.69,14.7,0.824,0.79,-1,-1.56,-0.4,-19.9,35.33,0
32,0.77,14.85,5.87,105.1,189.7,16.03,2844,66.4,122.6,1,2.55,24.98,4.69,14.85,0.81,0.793,-1,-0.78,-0.2,-20,34.98,0
32,0.72,14.99,6.03,105.1,189.7,16.02,2922,68,122.1,1,2.75,25.23,4.69,14.99,0.803,0.795,-1,-0.78,-0.4,-19.8,34.91,0
32,0.72,15.14,6.03,105.1,189.7,16.16,2986,69,121.3,1,2.32,25.38,4.69,15.14,0.803,0.798,-1,0,-0.4,-20.1,37.09,0
32,0.75,15.14,6.3,105.1,189.7,16.23,3050,70.6,121.6,1,2.32,25.57,4.69,15.29,0.805,0.801,-1,0.78,-0.4,-20.1,34.52,0
32,0.75,15.14,6.3,105.1,189.7,16.3,3100,71.6,121.3,1,1.54,25.74,4.69,15.14,0.805,0.804,-1,0.78,-0.5,-20.1,33.65,0
32,0.78,14.99,6.62,105.1,189.7,16.35,3183,73.6,121.4,1,1.1,26.04,4.69,14.99,0.809,0.807,-1,1.56,-0.4,-20.2,33.22,0
32,0.8,14.85,6.97,105.1,189.7,16.46,3237,75.3,122.2,1,1.1,26.04,4.69,14.85,0.809,0.808,-1,1.56,-0.5,-20.1,31.88,0
32,0.83,14.7,6.97,105.1,189.7,16.48,3309,77,122.2,1,1.1,26.29,4.69,14.7,0.823,0.805,-1,1.56,-0.4,-20.3,33.26,0
32,0.78,14.55,7.24,105.1,189.7,16.52,3359,78,122,1,1.01,26.48,4.69,14.7,0.823,0.773,-1,1.56,-0.4,-20.1,31.05,0
30,0.72,14.55,7.24,105.1,189.7,16.43,3435,79,120.8,1,0.99,26.69,3.91,14.55,0.825,0.737,-1,1.56,-0.6,-20.2,30.25,0
29,0.38,14.55,7.04,105.1,189.7,15.83,3494,74.6,112.2,1,0.99,26.93,3.91,14.55,0.825,0.673,-1,1.56,-0.4,-20.1,29.41,0
26,-0.53,14.55,7.04,105.1,189.7,15.05,3540,70.8,105,1,1,27.43,4.69,14.55,0.774,0.62,-1,1.56,-0.6,-20.2,28.77,0
23,-1.81,14.7,6.17,105.1,189.7,13.35,3567,61.2,90.2,1,0.36,28.12,4.69,14.7,0.656,0.558,-1,1.56,-0.4,-20.2,0,0
21,-3.23,14.85,6.17,105.1,189.7,12.81,3593,49.3,72.1,1,0.36,29.83,4.69,14.85,0.656,0.416,-1,1.56,-0.6,-19.7,0,0
12,-4.41,14.99,4.93,105.1,189.7,12.83,3610,36.5,53.1,1,0,29.83,5.47,14.99,0.513,0.298,-1,2.34,-0.4,-19.1,0,0
0,-5.92,14.99,3.26,105.1,189.7,9.8,3580,24.9,36.5,1,0,9.48,5.47,14.99,0.513,0.148,-1,2.34,-0.6,-18.2,0,0
0,-7.68,14.85,3.26,105.1,189.7,7.36,3572,6.3,9.2,1,0,13.13,5.47,14.85,0.336,0.228,-1,2.34,-0.5,-15.6,0,0
0,-10.02,14.85,1.76,105.1,189.7,3.35,3596,2.5,3.7,15,0,34.4,5.47,14.85,0.336,0.169,-1,1.56,-0.6,-11.4,0,0
0,-9.9,14.55,1.76,105.1,189.7,7.48,3607,3.2,4.6,15,0,10.01,2.34,14.55,0.182,0.163,-1,0.78,-0.4,-1,0,0
0,-9.78,14.41,1.71,105.1,189.7,6.88,3586,2.2,3.2,15,0,8.44,2.34,14.41,0.182,0.165,-1,-0.78,-0.6,-0.7,0,0
0,-10.24,14.55,1.71,105.1,189.7,5.82,3568,2,2.9,15,0,10,2.34,14.41,0.176,0.169,-1,0,-0.5,-0.4,0,0
0,-10.37,14.55,1.57,105.1,189.7,5.95,3532,2,3,15,0,18.73,2.34,14.55,0.162,0.171,-1,0,-0.5,-0.3,0,0
0,-10.39,14.55,1.57,105.1,189.7,6.3,3508,2,3,15,0,10.21,2.34,14.55,0.162,0.166,-1,0,-0.6,-0.4,0,0
0,-10.34,14.7,1.58,104.9,189.7,6.26,3442,2.6,4.1,15,0,9.81,2.34,14.7,0.165,0.164,-1,0,-0.5,-0.3,0,0
0,-10.21,16.9,1.58,104.9,189.7,6.21,3386,3,4.6,15,0,8.6,2.34,16.46,0.165,0.162,-1,0,-0.4,-0.5,0,0
0,-10.2,22.78,1.61,104.9,189.7,6.1,3319,3.1,4.9,15,0,7.84,2.34,20.29,0.172,0.161,-1,0,-0.4,-0.3,0,0
0,-10.18,31.02,1.57,104.9,189.7,6.03,3265,3.1,5,15,0,7.49,2.34,29.11,0.172,0.158,-1,0,-0.5,-0.4,0,0
0,-10.21,32.93,1.57,104.9,189.7,5.82,3204,3,4.9,15,0,7.11,2.34,33.81,0.173,0.156,-1,0,-0.4,-0.3,0,0
0,-10.3,37.19,1.46,104.9,189.7,5.63,3149,2.9,4.8,15,0,7,2.34,38.22,0.173,0.154,-1,0,-0.5,-0.2,0,0
0,-10.35,39.54,1.46,104.9,189.7,5.5,3093,2.7,4.6,15,0,6.76,2.34,39.84,0.166,0.152,-1,0,-0.4,-0.4,0,0
0,-10.4,39.4,1.35,104.9,189.7,5.4,3043,2.6,4.6,15,0,6.75,2.34,39.54,0.166,0.151,-1,0,-0.5,-0.2,0,0
0,-10.43,39.1,1.35,104.5,189.7,5.28,2982,2.5,4.4,15,0,6.53,2.34,39.25,0.159,0.148,-1,0,-0.4,-0.3,0,0
0,-10.49,39.25,1.26,104.5,189.7,5.07,2929,2.4,4.4,15,0,6.72,2.34,39.1,0.153,0.147,-1,0,-0.4,-0.2,0,0
0,-10.54,39.69,1.26,104.5,189.7,4.98,2865,2.2,4.1,15,0,6.92,2.34,39.98,0.153,0.146,-1,0,-0.5,-0.2,0,0
0,-10.55,41.89,1.19,104.5,189.7,4.88,2813,2,3.8,15,0,7.04,2.34,42.19,0.149,0.145,-1,0,-0.4,-0.2,0,0
0,-10.59,42.34,1.11,104.5,189.7,4.74,2757,1.8,3.5,15,0,7.49,2.34,42.63,0.149,0.144,-1,0,-0.2,-0.1,0,0
3,-10.65,42.04,1.11,104.5,189.7,4.58,2704,1.6,3,15,0,18.36,2.34,41.75,0.144,0.252,-1,0,-0.4,-0.2,0,0
10,-10.66,42.48,1.27,104.5,189.7,4.63,2710,2.5,4.8,15,0,45.34,2.34,42.92,0.144,0.366,-1,0,-0.2,-0.2,0,0
16,-9.41,41.45,1.27,104.5,189.7,10.47,2723,11.4,22.1,15,0,37.01,2.34,41.89,0.173,0.541,-1,0,-0.4,-0.1,71.88,0
21,-7.59,40.42,3,104.5,189.7,13.79,2703,28.2,54.9,15,0,28.69,2.34,39.84,0.173,0.599,-1,0,-0.4,-0.2,71.4,0
24,-4.43,30.13,3,104.5,189.7,17.13,2711,42.4,82.2,15,0,26.33,5.47,28.52,0.41,0.65,-1,0,0,-0.2,84.77,0
26,-2.2,21.9,4.8,104.5,189.7,21.09,2692,47.8,93.3,15,0,25.4,5.47,22.2,0.657,0.699,-1,0,2.1,-0.2,87.62,0
30,-0.48,17.64,4.8,104.5,189.7,25.29,2696,54.3,105.8,15,0,24.96,5.47,17.49,0.657,0.779,-1,0,4.6,-0.3,85.35,0
32,0.22,15.43,5.32,104.5,189.7,29.68,2659,58.6,115.8,15,0,23.97,4.69,15.88,0.732,0.83,-1,0,5,-0.2,81.82,0
35,1.4,14.7,5.32,104.5,189.7,52.63,2597,62.2,125.8,15,0,23.97,4.69,14.7,0.732,0.873,-1,0,2.1,-3.7,67.65,0
36,1.96,14.55,5.49,104.5,189.7,67.38,2473,63,133.8,15,0,17.09,4.69,14.41,0.758,0.89,-1,0,-0.1,-7.2,55.39,0
38,2.7,14.99,6.15,104.5,189.7,52.9,2400,65.1,142.4,15,0,15.4,4.69,14.85,0.758,0.939,-1,0.78,-0.2,-12.3,48.88,0
40,3.23,14.99,6.15,104.5,189.7,31.3,2443,66.9,143.8,15,0,15.06,4.69,14.99,0.892,1.026,-1,1.56,-0.2,-15.8,45.29,0
44,3.49,14.7,6.51,104.5,189.7,27.43,2512,71.6,149.6,2,0,14.59,4.69,14.7,0.892,1.13,-1,3.12,-0.2,-19.4,48.56,0
48,4.6,14.26,6.51,104.5,189.7,38.38,2564,78.1,159.9,2,0,13.19,4.69,14.41,1.006,1.188,-1,2.34,-0.1,-19.8,48.69,0
50,5.85,13.96,7.47,104.5,189.7,65.43,2579,80.7,164.5,2,0,13.32,4.69,13.96,1.006,1.26,-1,1.56,-0.2,-19.6,48.88,0
52,6.56,14.11,7.47,104.5,189.7,79.68,2617,84.6,169.9,2,0,11.07,3.91,14.11,1.101,1.325,-1,1.56,-0.2,-21,47.47,0
56,7.69,14.26,8.54,104.5,189.7,82.11,2669,90,177.2,2,0,11.41,3.91,14.41,1.227,1.42,-1,2.34,0,-25,48.15,0
60,8.86,14.26,8.54,104.5,189.7,82.19,2757,94.6,180.3,2,0.2,9.72,3.91,14.26,1.227,1.473,-1,2.34,2.8,-29.1,48.95,0
62,10.05,14.26,9.54,104.5,189.7,82.09,2779,97.3,183.8,2,0.2,8.49,3.91,14.26,1.336,1.516,-1,2.34,9,-35.5,48.03,0
62,10.96,14.26,11.03,104.5,189.7,82.08,2833,101.5,188.1,2,0,7.01,3.91,14.26,1.336,1.563,-1,2.34,12.6,-39.8,47.63,0
